X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,STREET_ADDRESS,PROPERTY_NAME,PHILADELPHIA_BUILDING_ID,POSTAL_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,TOTAL_FLOOR_AREA_BLD_PK_FT2,ELECTRICITY_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,WATER_SCORE,TOTAL_GHG_EMISSIONS_MTCO2E,NOTES,X_COORD,Y_COORD
-75.16848795,39.94845366,392,3772776,1610-18 LOCUST ST,Lenfest Hall,881030550,19103,1,2011,College/University,94747,5848969.82,4193364.635,,,,106,219.3,2760.1,,815.3,,-75.16848795,39.94845366
-75.13153597,39.99970876,393,4781184,161-71 W ALLEGHENY AVE,Villas Del Caribe,886606700,19140,81,1997,Multifamily Housing,96980,1462589.285,48670755.27,,,1,516.9,569.2,6667.4,9,2725.1,,-75.13153597,39.99970876
-75.1789266,39.88818945,394,4471836,1620 KITTY HAWK AVE,"Urban Outfitters, Inc. - Building #017, 014",788008040,19112,1,1916,Office,48129,2023205.11,2236339.918,,,63,88.5,166.5,,,323.8,,-75.1789266,39.88818945
-75.1789266,39.88818945,395,5018892,1620 KITTY HAWK AVE,"Urban Outfitters, Inc. - Building #18",NA,19112,1,1916,Office,106698,7731325.864,6945719.849,,,42,137.6,271.2,,,1152.2,,-75.1789266,39.88818945
-75.139626,40.03632,396,5024002,"1620 KITTY HAWK AVE, #18",Kiesha Merrick,NA,19141,1,2003,Multifamily Housing,73712,2607375.336,2895344.199,,,15,74.7,140.3,2304,47,417.9,,-75.139626,40.03632
-75.1676864999999,39.9546684600001,397,8540286,1622-50 ARCH ST,1650 Arch St,883058000,19103,1,1974,Office,553349,29721740.93,0,,18176690,29,86.6,189.9,6136.2,,4218.1,,-75.1676865,39.95466846
-75.1681392199999,39.9518503100001,398,3681741,1625 CHESTNUT ST,The Shops at Liberty Place,882862100,19103,1,1990,Enclosed Mall,202609,31784779.43,315201.3161,,,,158.7,441.2,25867.8,,3241,,-75.16813922,39.95185031
-75.16802338,39.95328006,399,4484968,1625-37 MARKET ST,1635 Market,883053000,19103,1,1966,Office,286585,21526461.54,5064819.919,,,39,92.8,228.9,7078.8,,2329.3,,-75.16802338,39.95328006
-75.16796347,39.9536536700001,400,3679860,1628 JOHN F KENNEDY BLV,8 Penn,883056500,19103,1,1981,Office,235000,11292965.95,,,7372383,74,79.4,172.3,7005.5,,1633.6,,-75.16796347,39.95365367
-75.16856047,39.95115622,401,6393594,1628-36 CHESTNUT ST,Club Quarters Hotel,883704900,19103,1,1927,Hotel,255000,10040785.83,,,2872619.9,93,50.6,123.8,6648.5,,1208,,-75.16856047,39.95115622
-75.16769232,39.95527404,402,3512076,1631-37 ARCH ST,CO/GLC 11310/1631 ARCH ST/PHILADELPHIA/PA,772614000,19103,1,1905,Office,160661,41430755.92,,,6551991.6,,298.7,771.1,2908,,4632.4,,-75.16769232,39.95527404
-75.1657185999999,39.96339593,403,3330813,1645 SPRING GARDEN ST,Masterman,782513600,19130,1,1933,K-12 School,105000,1592416.908,164841.467,,6700528.5,48,80.6,120.9,3425.4,,615,,-75.1657186,39.96339593
-75.13255773,39.99864897,404,5050083,164-76 W ALLEGHENY AVE,MFM - 174 W Allegheny Ave,881448405,19133,1,1990,Multifamily Housing,67027,1544359.912,1737336.125,,,86,49,91.7,4246.8,17,240.1,,-75.13255773,39.99864897
-75.16808522,39.95256027,405,1840857,1650 MARKET ST,One Liberty Place,883031676,19103,1,1987,Office,1335092,75311438.24,,,,64,56.5,158.1,8380.7,,7641.9,,-75.16808522,39.95256027
-75.14307766,39.9256830000001,406,5023272,1651 S CHRIS COLUMBUS BLV,#4101-CHRIS COLUMBUS BLVD,882055160,19148,1,1994,Retail Store,152681,4892009.592,3540660.161,,,86,55.2,114.1,1291.6,,683.7,,-75.14307766,39.925683
-75.0747983699999,40.0298957300001,407,3330753,1660 COMLY ST,Ziegler,786076410,19149,1,1956,K-12 School,59025,1769744.008,2890369.373,,,20,79,135.4,1312.2,,332.8,,-75.07479837,40.02989573
-75.1664489,39.9599123200001,408,9154260,1666 CALLOWHILL ST,The Lofts at Logan View,888088056,19130,1,1903,Multifamily Housing,97011,3594139.384,,,,74,37,103.7,3411.5,58,364.1,,-75.1664489,39.95991232
-75.14106979,39.92590312,409,3673727,1675 S CHRIS COLUMBUS BLV,Walmart Supercenter #01-2141,882055181,19148,1,1995,Wholesale Club/Supercenter,149398,11486573.75,5052084.022,,,67,110.7,231.1,4581.4,,1266.8,,-75.14106979,39.92590312
-75.16854836,39.9523764400001,410,6236789,17 S 17TH ST,Westin Philadelphia Hotel,883704000,19103,1,1990,Hotel,256265,12244511.33,1598600.006,,8714361.3,61,88,181.2,18933,,1904,,-75.16854836,39.95237644
-75.1500473,39.95408294,411,6424704,170 N INDEPENDENCE W ML,"WHYY, INC",771738600,19106,1,1980,Other,80000,7119697.568,423271.6453,,,,94.3,254.7,794.1,,743.8,,-75.1500473,39.95408294
-75.1767773,39.91422788,412,4123951,1700 BIGLER ST,Bregy,782008600,19145,1,1923,K-12 School,66000,820886.9384,4348046.495,,,39,78.3,104,414.8,,314.1,,-75.1767773,39.91422788
-75.1597889299999,39.9797264200001,413,5036930,1700 N. 15TH STREET,PKG GAR_ LIACOURAS CTR,777573005,19121,1,2000,Parking,409339,503074.1512,,,,,1.2,3.4,353.6,,51,,-75.15978893,39.97972642
-75.1759502799999,39.9209408300001,414,3876022,1700 RITNER ST,St. Monica Church,773143500,19145,4,1971,Worship Facility,76863,1274675.773,2455852.066,,,,48.5,80,63.8,,259.6,,-75.17595028,39.92094083
-75.1710313999999,39.9440948800001,415,3862680,1700 SOUTH ST,Tuttleman Parking Garage,772035000,19146,0,1985,Parking,156232,1145892.563,,,,,7.3,20.5,109.4,,116.1,,-75.1710314,39.94409488
-75.16727515,39.9620582900001,416,3681794,1700 SPRING GARDEN ST,CCP Main Campus-West,772534700,19130,5,1982,College/University,556554,43110620,,,,,,,,,,Possible Errors,-75.16727515,39.96205829
-75.0170062399999,40.10488853,417,6425069,1700 TOMLINSON RD,Philadelphia Academy Charter High School,778299100,19116,1,2004,K-12 School,83007,2151649.168,1181962.618,,,76,40.2,87.5,1077.6,,268.7,,-75.01700624,40.10488853
-75.15073281,40.03732696,418,3330912,1700 W OLNEY AVE,Central HS,785373600,19141,1,1939,K-12 School,212097,5018854.104,18050600.65,,,24,108.8,155.6,1291.6,,1467.2,,-75.15073281,40.03732696
-75.16932774,39.9496525700001,419,4928759,1700 WALNUT ST,1700 Associates,881012276,19103,1,1925,Retail Store,348564,1628892.212,,,,100,4.7,13.1,2922,,165,,-75.16932774,39.94965257
-75.1401909699999,39.92280595,420,3891496,1901 S CHRIS COLUMBUS BLV,Pier 74 Annex,771528000,19148,1,2007,Non-Refrigerated Warehouse,115000,997442.5844,,,,34,8.7,24.3,77.4,,101.1,,-75.14019097,39.92280595
-75.06426863,40.04447007,421,3330766,1901 TYSON AVE,Solis-Cohen,786543600,19149,1,1948,K-12 School,91000,1419484.806,2422025.27,,,68,42.2,71.6,1122.8,,272.5,,-75.06426863,40.04447007
-75.1709484,39.9599300900001,422,4830371,1901 VINE ST,Central Library,782598210,19103,1,1922,Library,200680,19391119.34,424753.7644,,7051800.1,,133.9,315.1,6235.2,,2346.7,,-75.1709484,39.95993009
-75.17253764,39.95064805,423,4979799,1901-05 WALNUT ST,The Rittenhouse Plaza,881025500,19103,1,1924,Multifamily Housing,279109,6300834.628,166006.7965,,14434722.2,31,74.9,126.1,7085.5,78,1605.6,,-75.17253764,39.95064805
-75.1719466,39.9538057500001,424,3505831,1901-17 MARKET ST,Independence Blue Cross,883034200,19103,1,1988,Office,842566,40266547.4,21653271.01,,,81,73.5,160.8,13134,,5004,,-75.1719466,39.95380575
-75.17064808,39.96094616,425,5010444,1901-39 CALLOWHILL ST,The Granary,881551130,19130,1,2013,Multifamily Housing,270880,10429747.01,2215301.117,,,60,46.7,116.4,8458.5,60,1174.3,,-75.17064808,39.96094616
-75.1565773199999,39.9821849200001,426,3956656,1901-39 N BROAD ST,MITTEN,777512010,19122,1,2000,College/University,112771,4389544.824,41889.00346,,11221355.2,,185.8,271.9,1166.2,,1471.4,,-75.15657732,39.98218492
-75.15535225,39.98223175,427,6366949,1901-47 N PARK AVE,CHARLES LIBRARY,777556500,19122,1,2019,Library,210000,,,,,,,,222.9,,0,Possible Errors,-75.15535225,39.98223175
-75.16109188,39.9829775100001,428,3583476,1901-51 N 17TH ST,Carver,784516400,19121,1,1949,K-12 School,149810,5070931.46,329563.8792,,,67,36,97.1,720.1,,531.2,,-75.16109188,39.98297751
-75.15412058,39.9820587900001,429,3965856,1901-59 N 13TH ST,BEURY,777570400,19122,1,2000,College/University,174700,15091658.14,2130.999963,,27241373.6,,417.7,589.1,4441.3,,4952.7,,-75.15412058,39.98205879
-75.1428986,39.92269063,430,6455221,1910 S CHRIS COLUMBUS BLV,Westport Philadelphia Self Storage,884139010,19148,1,2005,Self-Storage Facility,108281,814061.9148,,,,,7.5,21.1,425.1,,82.5,,-75.1428986,39.92269063
-75.17253863,39.95258441,431,4449983,1915-19 CHESTNUT ST,William Penn House,881023000,19103,1,1965,Multifamily Housing,665000,17741618.65,,,11023649.1,84,43.3,94.6,18802.9,64,2529.4,,-75.17253863,39.95258441
-75.17264175,39.9538817100001,432,4992930,1919-43 MARKET ST,1919 Market Street,881035640,19103,1,2016,Mixed Use Property,750000,13792481.14,4798908.327,,,,24.8,58.2,10314.6,,1575,,-75.17264175,39.95388171
-75.15402892,40.03943081,433,3893235,1924 W OLNEY AVE,La Salle #4,776515000,19144,16,1899,College/University,747912,32227503.49,49716585.6,,,,109.6,190.4,16508.7,,5905.7,,-75.15402892,40.03943081
-75.17337358,39.9514202400001,434,3155346,1929 SANSOM ST,Kate's Place,886617500,19103,1,1900,Residence Hall/Dormitory,60000,3009177.233,,,,,,,3937.5,,,Possible Errors,-75.17337358,39.95142024
-75.1163727599999,39.9932192100001,435,3492406,1930 E ELKHART ST,Willard,786118700,19134,1,1907,K-12 School,97261,4052466.52,5602085.934,,,6,99.3,177.1,2973.4,,708.1,,-75.11637276,39.99321921
-75.1702337099999,39.9263023,436,3952478,1930 S BROAD ST,Constitution Health Plaza,773010000,19145,5,1920,Medical Office,276000,19611384.42,13847432.26,,,,121.2,251.6,1622.6,,2722.4,,-75.17023371,39.9263023
-75.1733166399999,39.95183724,437,4457962,1930-34 CHESTNUT ST,The Republic,881564050,19103,1,1929,Multifamily Housing,125994,6086772.572,,,3966883.2,10,79.8,173.1,4273.3,64,880.1,,-75.17331664,39.95183724
-75.1806516299999,39.91526665,438,2704868,1934 JOHNSTON ST,Southern Depot,875106040,19145,1,1924,Other - Public Services,217000,5842708.8,27630384.93,0,,,154.3,209.1,5386.7,,2059.5,,-75.18065163,39.91526665
-75.15261312,39.98150887,439,4426032,1935 N 12TH ST,Science Education and Research Center (SERC),777568800,19122,1,2014,College/University,255183,21682018.03,200.0000211,,36352393.8,,364.5,534.1,1724.5,,6454.2,,-75.15261312,39.98150887
-75.15627533,39.98285436,440,5032269,1941-53 N BROAD ST,1940 Residence Hall,881299140,19122,1,2000,Other,133399,4400466.636,,,4568745.7,,187.1,242.7,4872.1,,1591.9,,-75.15627533,39.98285436
-75.15261312,39.98150887,441,3983896,1947 N. 12TH ST,ENGINEERING,777568800,19122,1,2000,College/University,160325,7705203.592,21.00000075,,12475795.7,,180.5,277.9,4228.9,,2070.3,,-75.15261312,39.98150887
-75.13714693,39.91792801,442,3782623,1951 S CHRIS COLUMBUS BLV,Pier 82 South,781053600,19148,1,1980,Refrigerated Warehouse,125000,1857543.639,108507.7772,,,93,15.7,42.5,233.5,,194,,-75.13714693,39.91792801
-75.11204907,39.99426369,443,6816235,1952 E ALLEGHENY AVE,1952 E Allegheny Ave,777684110,19134,1,1980,Multifamily Housing,50652,1659116.39,1312899.89,,,37,58.7,118.9,3209.3,17,228.5,,-75.11204907,39.99426369
-75.16813207,39.9598095200001,444,3780992,2 FRANKLIN TOWN BLV,Watermark at Logan Square,881435700,19103,1,1984,Multifamily Housing,455000,24443598.71,5747297.43,,,15,66.4,163.7,17225.9,55,2781.7,,-75.16813207,39.95980952
-75.1450543399999,39.9230128300001,445,7137860,20 MIFFLIN ST,2771 - Snyder Ave,882055320,19148,1,2017,Supermarket/Grocery Store,54415,7782625.284,4626716.059,,,59,228,489.7,971.7,,1034.2,,-75.14505434,39.92301283
-75.14222074,39.95056706,446,8645813,20 N FRONT ST,Mercantile Building,881003335,19106,1,1831,Multifamily Housing,58000,1112647.741,40853.45456,,,97,19.9,54.5,1162,79,114.9,,-75.14222074,39.95056706
-75.1946388699999,39.9552328,447,5964472,20 S 36TH ST,The Axis,881601401,19104,1,1900,Residence Hall/Dormitory,65380,3061414.953,2421878.837,,2054230.1,32,115.3,207.8,5330.2,,575.2,,-75.19463887,39.9552328
-75.2000953199999,39.95601451,448,5932232,20 S 39TH ST,Wallingford Apts.,881117050,19104,1,1920,Multifamily Housing,11620,20076.208,105013.1523,,,,10.8,14.3,532125.2,,7.6,Possible Errors,-75.20009532,39.95601451
-75.127914,39.9917571400001,449,4619330,200 E SOMERSET ST,Somerset Villas Inc,886905900,19134,1,1991,Multifamily Housing,79355,1206682.12,2501563.448,,,97,46.7,75.7,3269.7,48,255.1,,-75.127914,39.99175714
-75.15407339,39.9018148500001,450,11671537,200 PATTISON AVE,Preferred Meals,884143300,19148-5632,1,1970,Other - Entertainment/Public Assembly,100000,4407621.6,214331.401,,,,46.2,125.7,92.8,,433.2,,-75.15407339,39.90181485
-75.12953785,40.0213263900001,451,3694569,200 W WYOMING AVE,Berridge Shop,875104640,19140,2,1955,Other - Public Services,475000,20509743.54,22494125.73,0,,,90.5,170.6,3006.4,,3272.6,,-75.12953785,40.02132639
-75.15104172,39.9187736000001,452,3330840,200 WOLF ST,Sharswood,781432200,19148,1,1906,K-12 School,73000,751523.0256,4894176.509,,,40,77.3,99.2,529,,336.1,,-75.15104172,39.9187736
-75.15686626,39.9833008,453,6391013,2000 BLOCK N. BROAD ST.,HARDWICK,881299200,19122,1,1970,College/University,84735,,,,11204516.9,,132.2,159.1,3921.3,,744,,-75.15686626,39.9833008
-75.00036997,40.1162437900001,454,1182097,2000 KUBACH RD,1192-Nortech,874990011,19116,1,1990,Mixed Use Property,124190,46179338.68,,,,,380.8,1050.3,4464.1,,4761.4,,-75.00036997,40.11624379
-75.2267012,39.93318008,455,5004296,2000 S 58TH ST,ANN THOMAS PRESBYTERIAN APARTMENTS,881125140,19143,1,1991,Multifamily Housing,64872,1804507.852,2096564.704,,,63,60.1,111.8,2004.9,65,294.2,,-75.2267012,39.93318008
-75.07530215,40.01274863,456,3330945,2000 WAKELING ST,Harding,786550200,19124,1,1924,K-12 School,129264,1770257.855,9722836.204,,,47,88.9,117.3,256,,695.8,,-75.07530215,40.01274863
-75.1741151799999,39.9502325400001,457,3959060,2000-04 WALNUT ST,Rittenhouse Parking Garage,883427700,19103,1,1989,Parking,93456,541530.1208,,,,,6.8,18.9,340.8,,54.9,,-75.17411518,39.95023254
-75.17002116,39.9250844800001,458,3512078,2000-12 S BROAD ST,CO/GLC 12170/2000 S BROAD ST/PHILADELPHIA/PA,773619000,19145,1,1905,Office,91810,11567945.85,,,,,143.3,370.2,1875,,1289.6,,-75.17002116,39.92508448
-75.17377698,39.9532813500001,459,3894669,2000-24 MARKET ST,2000 Market Street,883320500,19103,1,1972,Office,665649,35717600.76,30673.00221,,67708890.8,20,155.4,272.7,23230.2,,8116,,-75.17377698,39.95328135
-75.1462771399999,39.9824670400001,460,3330887,2000-46 N 07TH ST,Ferguson,781551800,19122,1,1922,K-12 School,99864,1127480.728,53378.77113,20206927.1,,1,214.2,236.5,526.3,,1616.6,,-75.14627714,39.98246704
-75.1721256,39.9628272300001,461,4694204,2001 HAMILTON ST,(PA2141 - 2244) - City View North & South,888091015,19130,2,1990,Multifamily Housing,500000,18743842.47,10130415.83,,,47,57.7,126.2,19530.9,52,2437,,-75.1721256,39.96282723
-75.02853827,40.0877198000001,462,3330768,2001 LOTT AVE,Frank,786309400,19115,1,1961,K-12 School,74500,1309742.262,3360670.362,,,61,62.7,96.6,2520.4,,311.2,,-75.02853827,40.0877198
-75.1736769,39.95416413,463,16290,2001 MARKET ST,Two Commerce Square,883054361,19102,1,1992,Office,1088584,61886821.88,,,,80,56.9,159.2,15566.8,,6269.8,,-75.1736769,39.95416413
-75.23377333,39.98241092,464,3782267,2001 N 59TH ST,59th street,884220500,19131,1,1953,Non-Refrigerated Warehouse,750000,4109808.592,,,,60,5.5,15.3,,,393.4,,-75.23377333,39.98241092
-75.15379203,39.98354649,465,3963378,2001 N. 13TH,PRESSER,777570600,19122,1,2000,College/University,54792,1948684.983,,,7934607.7,,231.2,320,1023.6,,871,,-75.15379203,39.98354649
-75.2274667299999,39.9332244500001,466,4991802,2001 S 59TH ST,Greenway Presbyterian Apartments,881445450,19143,0,2005,Multifamily Housing,59626,1587057.68,695628.0399,,,74,38.3,86.8,2392.3,41,197.7,,-75.22746673,39.93322445
-75.00311985,40.1152020700001,467,3687630,2001 WOODHAVEN RD,Raymour and Flanigan Woodhaven CSC,884243500,19116,1,1965,Distribution Center,98679,1813604.585,,2518293,,43,43.9,77.2,207.2,,370.6,,-75.00311985,40.11520207
-75.18011153,39.9510694,468,3885307,200-10 S 24TH ST,Walnut Bridge Parking & Storage,884055850,19103,1,1913,Parking,64416,2129737.304,67712.6893,,,,34.1,93.7,326,,219.4,,-75.18011153,39.9510694
-75.2321678,39.9868832600001,469,6149339,2001-11 N 54TH ST,Wynne Senior,886666500,19131,1,2017,Multifamily Housing,56530,1414690.264,289499.9969,,,79,30.1,75.4,1206.8,74,158.7,,-75.2321678,39.98688326
-75.16484848,39.9961068200001,470,3849600,2001-49 W LEHIGH AVE,Deliverance Evangelistic Church,776185400,19132,1,1992,Worship Facility,160000,5051633.188,436219.75,,,,34.3,91.3,1409.4,,506.7,,-75.16484848,39.99610682
-75.15379203,39.98354649,471,3965450,2001-59 N 13TH ST,ANNENBERG and TOMLINSON THEATER,777570600,19122,1,2000,College/University,120576,7048222.992,42.99999785,,6328212.1,,110.9,226.8,131.3,,1134.3,,-75.15379203,39.98354649
-75.12270512,40.0528239500001,472,5950776,200-16 W CHELTENHAM AVE,Melrose Park Manor,881220000,19126,4,1965,Multifamily Housing,60984,338289.2228,5249673.912,,,71,91.6,105.9,4348.7,27,313.1,,-75.12270512,40.05282395
-75.2032068999999,39.95351107,473,1585726,200-32 S 40TH ST,Hamilton Village,882937900,19104,1,1974,Mixed Use Property,82452,8938546.056,195233.1443,,,,110.8,306,4070.2,,915.9,,-75.2032069,39.95351107
-75.1744761799999,39.9542666,474,16288,2005 MARKET ST,One Commerce Square,883054371,19103,1,1987,Office,1022084,71690316.76,,,,78,70.1,196.4,16430.7,,7263,,-75.17447618,39.9542666
-75.15522334,40.0406340500001,475,3893215,2006-50 W OLNEY AVE,La Salle #2 (Katherine's and B&G),881450990,19141,2,1983,Residence Hall/Dormitory,80106,4289003.42,2797853.531,,,,88.5,186.6,2944.9,,583.1,,-75.15522334,40.04063405
-75.15522334,40.0406340500001,476,3893260,2006-50 W OLNEY AVE,La Salle #1 (Resid Halls),881450990,19144,7,1953,Residence Hall/Dormitory,117005,4080946.484,9786479.677,0,,,118.5,185.5,1551.8,,933.3,,-75.15522334,40.04063405
-75.11811492,40.0355500800001,477,3330961,201 E OLNEY AVE,Washington Grover,785373150,19120,1,2000,K-12 School,149500,4543337.312,4837415.971,,,55,62.7,119.1,896.4,,717.2,,-75.11811492,40.03555008
-75.1669024,39.95728374,478,13056933,201 N 17TH ST,Sheraton Philadelphia Downtown,883720000,19103,1,1980,Hotel,696348,27402676.18,,,26130526.1,68,76.9,155.3,38991.9,,4357.7,,-75.1669024,39.95728374
-75.17317444,39.95821599,479,3884233,201 N 21ST ST,Franklin Institute,782779400,19103-1115,1,1932,Museum,330000,25476011.9,219229536,,,,741.5,913.7,9509.4,,14225.3,Possible Errors,-75.17317444,39.95821599
-75.1562089999999,39.9807969,480,3979395,1801 N. 13TH,SPEAKMAN,777509000,19122,1,2000,College/University,110605,4458153.32,227.000006,,6652681.1,,211.6,286.4,1221.7,,1541.3,,-75.156209,39.9807969
-75.1812002299999,39.92939668,481,3498628,1801 S 22ND ST,McDaniel,782791400,19145,1,1937,K-12 School,61000,2470320.073,5048427.997,,,5,123.3,200.3,3087,,518.4,,-75.18120023,39.92939668
-75.17265765,39.9448340000001,482,3117180,1801 SOUTH ST,Penn Medicine At Rittenhouse,772032010,19146,1,1980,Hospital (General Medical & Surgical),272165,28122748.07,694107.664,,11647154360,1,42900.3,51775.5,11979.6,,776239.4,Possible Errors,-75.17265765,39.944834
-75.16486868,39.9787215000001,483,3330871,1801-09 W OXFORD ST,Meade,782405200,19121,1,1937,K-12 School,94000,1067586.822,6159330.077,,,51,76.9,100.6,1033.6,,435.3,,-75.16486868,39.9787215
-75.1703646399999,39.95361225,484,26081,1801-21 MARKET ST,12589 Ten Penn Center,883054000,19103,1,1981,Office,721408,34918783.32,,,9320778.1,81,61.4,151.2,7501.7,,3961,,-75.17036464,39.95361225
-75.15291782,39.9800869000001,485,3965451,1801-33 N 12TH ST,BELL BUILDING & GARAGE (Bldg 253000 Garage 84469),777634500,19122,1,1990,College/University,320211,32313134.46,,,11155315.2,,198.3,381.4,20545.1,,5070.4,,-75.15291782,39.9800869
-75.15620977,39.9807969,486,3979396,1801-35 N BROAD ST,CONWELL HALL,777509000,19122,1,2000,College/University,67644,2545876.083,330.9999971,,4593282.3,,144.6,222.6,11622.5,,702.2,,-75.15620977,39.9807969
-75.15620977,39.9807969,487,5032329,1801-35 N BROAD ST,SPEAKMAN,777509000,19122,1,2000,College/University,52800,2124443.927,,,1806368,,187.4,256.6,726.7,,649.5,,-75.15620977,39.9807969
-75.15620977,39.9807969,488,3979397,1801-35 N BROAD ST,CARNELL HALL,777509000,19122,1,2000,College/University,75931,2857771.78,,,5259403,,126.9,206.9,4236.2,,718.9,,-75.15620977,39.9807969
-75.15444754,39.98059592,489,3966439,1801-59 N 13TH ST,TUTTLEMAN LEARNING CENTER,777570200,19122,1,2000,College/University,117253,5467071.484,,,9954378.1,,199.4,294.4,1555.8,,1634.2,,-75.15444754,39.98059592
-75.13831269,39.9783596500001,490,5056684,1801-59 N AMERICAN ST,1801 N American,884080300,19122,1,1986,Non-Refrigerated Warehouse,87500,763072.9868,1043380.292,,,77,20.6,36.9,116.5,,128.5,,-75.13831269,39.97835965
-75.16043984,39.9809168200001,491,6234166,1804-60 N 15TH ST,ASTARC Student Training and Recreation Complex,777574010,19121,1,2017,Other,111700,2125220.839,850.000019,,4715906.2,,99,138.5,1129.9,,750.9,,-75.16043984,39.98091682
-75.15620977,39.9807969,492,3983897,1810 Liacouras Walk,1810 LIACOURAS WALK,777509000,19122,1,2000,College/University,74630,2017443.607,,,18088741.8,,333.9,425.9,1166.2,,1658.9,,-75.15620977,39.9807969
-75.17088639,39.95203496,493,4978652,1811-19 CHESTNUT ST,(PA2450) - Belgravia,888088272,19103,1,1903,Multifamily Housing,67493,2776003.2,785197.8182,,,37,52.8,127.4,3393.9,20,322.9,,-75.17088639,39.95203496
-75.1698150999999,39.9557830200001,494,7800647,1815-25 ARCH ST,Urban Growth Property LIM,883411000,19102,1,1988,Parking,100000,1045115.048,,,,,10.5,29.3,63.3,,105.9,,-75.1698151,39.95578302
-75.16908341,39.9629459700001,495,5015858,1818-20 SPRING GARDEN ST,Spring Garden Towers,881561625,9130,1,1979,Multifamily Housing,194062,6227831.476,1473870.991,,,76,39.7,97.8,6042,56,709.2,,-75.16908341,39.96294597
-75.1711507099999,39.9529363,496,29230,1818-28 MARKET ST,1818 Market St,883033001,19103,1,1973,Office,988092,45138201,,,22755151.3,78,67.9,153.8,16053.2,,6083.9,,-75.17115071,39.9529363
-75.15620977,39.9807969,497,3983810,1819 N BROAD ST,WACHMAN HALL,777509000,19122,1,2000,College/University,130655,7372902.088,340.0000144,,11932179.1,,243.9,355.3,1272.4,,2201.1,,-75.15620977,39.9807969
-75.1721266599999,39.94847016,498,11665449,1820 RITTENHOUSE SQ,1820 Rittenhouse Square,888081524,19103,1,1900,Multifamily Housing,105600,3750470.4,5233220.716,,,7,85.1,151.5,1474.9,91,636.9,,-75.17212666,39.94847016
-75.15991035,39.92596417,499,3330841,1821 S 09TH ST,Southwark,781609000,19148,1,1909,K-12 School,138000,1267481.571,5406681.927,,,80,48.4,66.9,1925.4,,415.6,,-75.15991035,39.92596417
-75.1305475899999,39.98675288,500,6371840,1821-45 E HAGERT ST,Hagert St Lofts LP,881069200,19125,1,1920,Multifamily Housing,55500,1519633.148,,,,,27.4,76.7,,,145.4,,-75.13054759,39.98675288
-75.17070345,39.9558434900001,501,4626213,1827-35 ARCH ST,The Lofts @ 1835 Arch,881035900,19103,1,2001,Multifamily Housing,269842,8910055.856,,,,37,52.4,115.8,10264.8,16,1250.1,,-75.17070345,39.95584349
-75.11456473,39.9944112600001,502,3330880,1829 E CLEARFIELD ST,Conwell,786072800,19134,1,1926,K-12 School,55600,621529.92,226703.7664,22024110,,1,411.4,435.7,266.9,,1709.4,,-75.11456473,39.99441126
-75.17272224,39.9453385200001,503,11409576,1830 LOMBARD ST,The Pepper Building,881020430,19146,1,1927,Multifamily Housing,196587,6897289.76,2601231.135,,,53,48.3,112.1,4582.6,73,836.9,,-75.17272224,39.94533852
-75.1724256099999,39.94850796,504,11665448,1830 RITTENHOUSE SQ,1830 Rittenhouse Square,888081773,19103,1,1900,Multifamily Housing,114000,3570125.728,3081192.733,,,36,58.3,116.1,1585.9,93,505.4,,-75.17242561,39.94850796
-75.16031018,40.00323784,505,7545859,1831-41 W ALLEGHENY AVE,Devon SS Allegheny,884067430,19132,1,1950,Self-Storage Facility,75000,5088243.948,2529370.66,,,,101.6,225.4,17.9,,649.8,,-75.16031018,40.00323784
-75.17322196,39.9443572000001,506,3306120,1832-44 SOUTH ST,Tuttleman Building,772036205,19146,1,1989,Medical Office,74460,8278603.84,,,5754791710,1,77398.2,93290.8,5136.8,,382948.3,Possible Errors,-75.17322196,39.9443572
-75.17106331,39.95370218,507,19331,1835 MARKET ST,1835 Market Street,883104005,19103,1,1986,Office,686503,35018925.52,,,26194271.3,60,89.2,188.7,12020.5,,5287.1,,-75.17106331,39.95370218
-75.15903582,40.06514101,508,3589772,1850 E WASHINGTON LA,Pennypacker,784472600,19146,1,1930,K-12 School,173000,782765.0036,4238501.316,,,99,29,38.4,138.6,,304.4,,-75.15903582,40.06514101
-75.17097384,39.9540993200001,509,3679656,1880 JOHN F KENNEDY BLV,1880 JFK,883056300,19103,1,1983,Office,248000,12980578.68,,,,77,52.3,146.6,2390.3,,1242.4,,-75.17097384,39.95409932
-75.1500157899999,39.95441256,510,1452163,190 N INDEPENDENCE W ML,American College of Physicians Headquarters,771523010,19106,1,1998,Office,270210,12678350.54,5880565.194,,,78,68.7,154.2,3160,,1596.8,,-75.15001579,39.95441256
-75.12754892,39.9866071100001,511,4123955,1900 E SERGEANT ST,Brown HA,786491000,19125,1,1959,K-12 School,67795,1268149.982,2461144.617,,,46,55,90.5,497.2,,259.2,,-75.12754892,39.98660711
