X,Y,OBJECTID,PORTFOLIO_MANAGER_ID,ADDRESS,PROPERTY_NAME,PHILADELPHIA_BUILDING_ID,POSTAL_CODE,NUM_OF_BUILDINGS,YEAR_BUILT,PRIMARY_PROP_TYPE_EPA_CALC,ELECTRIC_USE_KBTU,NATURAL_GAS_USE_KBTU,FUEL_OIL_02_USE_KBTU,STEAM_USE_KBTU,ENERGY_STAR_SCORE,SITE_EUI_KBTUFT2,SOURCE_EUI_KBTUFT2,WATER_USE_ALL_KGAL,TOTAL_GHG_EMISSIONS_MTCO2E,WATER_SCORE,Y_COORD,X_COORD,TOTAL_FLOOR_AREA_BLD_PK_FT2
-75.205491330595,39.9585422152203,236,3522077,30 N 41st Street,30 N 41st Street Philadelphia PA (2.0 University Place),883073700,19104,1,2013,Office,3644207.1,1910221.9,,,78,52.8,116.1,543.6,439.8,,39.95853415,-75.20548955,108000
-75.1650613427127,39.9484272503902,237,3529858,230 S. Broad St.,230 S. Broad,883048000,19102,1,1908,Office,11318419.5,3727373,,,48,70.1,166,4164.3,1248.9,,39.94841919,-75.16505957,214486
-75.1666326208869,39.935952739254,238,3569714,1163-65 S. BROAD STREET,1163-65 S. BROAD STREET,883359300,19147,1,2012,Office,2315792.6,246855.6,,,69,49,129,28.4,228.1,,39.93594468,-75.16663085,52258
-75.1626030992101,39.9083379001368,239,3569510,700 PACKER AVENUE,700 PACKER AVENUE,884142500,19148,1,1964,Mixed Use Property,4832388.3,787967.9,,,,45,114.9,1009.9,490.6,,39.90832984,-75.16260133,125000
-75.1483154602197,39.9935426281865,240,3569581,1007-15 W. LEHIGH AVENUE,1007-15 W. LEHIGH AVENUE,881134805,19133,1,1940,Residence Hall/Dormitory,1537447.2,1230994.8,,,86,46.1,93.3,1908.3,208.1,,39.99353455,-75.14831369,60000
-75.1538344338369,39.9941378545771,241,3569946,2701 N. BROAD STREET,2701 N. BROAD STREET,883361500,19132,1,1923,Mixed Use Property,5870584.8,4522.6,,,,29.4,82.2,687.5,545.3,,39.99412978,-75.15383266,200000
-75.1537262100558,39.9943676037116,242,3569992,2709 N. BROAD STREET,2709 N. BROAD STREET,882286600,19132,1,1923,Mixed Use Property,63463.2,,,,,1.1,3,105.5,5.9,,39.99435953,-75.15372444,60000
-75.1531611495511,39.9926837924291,243,3569731,1300 W. LEHIGH AVENUE,1300 W. LEHIGH AVENUE,882962800,19132,2,1964,Office,545336.5,234030.6,,,,13,29.5,1401.8,63.1,,39.99267572,-75.15315938,60000
-75.2019825597544,39.9559337228925,244,3571363,3943-45 Chestnut Street,40th Street Promenade,881600113,19104,1,2006,Multifamily Housing,5846537.1,1576983.1,,,,83.5,202.7,4501.8,626.6,,39.95592566,-75.20198078,88949
-74.9812348890858,40.1079920665664,245,3569995,12401 McNulty Rd.,Westinghouse Lighting,884292544,19154,1,1988,Distribution Center,2819591.8,4135927.3,,,76,30.3,53.3,358.4,481.5,,40.10798396,-74.98123317,229755
-75.158313583919,39.9968610467239,246,3570108,2815 N. 17TH STREET,2815 N. 17TH STREET,881427010,19132,1,1945,Residence Hall/Dormitory,897492.5,638787.6,,,99,25.6,53.1,199.7,117.3,,39.99685297,-75.15831181,60000
-75.159069896084,39.9981119605307,247,3571438,2900-12 N. 17TH STREET,2900-12 N. 17TH STREET,881427020,19132,1,1926,Adult Education,1201460.7,519361.2,,,,28.7,65.2,689,139.1,,39.99810389,-75.15906812,60000
-75.1632480609265,39.9496357461638,248,3575688,123 S. Broad St.,123 S. Broad,883025600/883025300,19109,1,1928,Office,33529307.7,35959698.9,,,50,84.2,159.6,6730.2,5023.3,,39.94962768,-75.16324629,825000
-75.1656868004967,39.9497489211268,249,3582095,1435 Walnut St.,1435 Walnut (Drexel Building),883038000,19102,1,1908,Office,2498096.1,589313.2,,,,54,133.1,1004,263.3,,39.94974086,-75.16568503,57220
-75.2232963302777,39.9368287225243,250,3583473,5500 KINGSESSING AVE,Mitchell,783251000,19143,1,1915,K-12 School,1673502.4,8380754.1,,,4,111.7,149.8,408.5,590.9,,39.93682066,-75.22329454,90000
-75.1554047099179,39.9488522594713,251,3579797,125 S. 9th St.,125 S. 9th (Sheridan Building),883010900,19107,1,1916,Office,4571216.8,324990.6,,,75,49.5,132.9,1400.1,441.7,,39.94884419,-75.15540294,98866
-75.2035453942844,39.9561018847368,252,3582170,4023-27 Chestnut St.,4025 Chestnut (American Law Institute),773081005,19104,1,1968,Office,2997362.8,2647731,,,39,99,195.9,815.9,418.9,,39.95609382,-75.20354361,75832
-75.1212606477719,39.9974762478337,253,3589770,3199 D ST,Elkin,"786010800, 885747300",19134,1,1973,K-12 School,2419341.4,1031904,3938920.4,,2,138.9,222.5,311.1,557.9,,39.99746817,-75.12125889,53200
-75.1284097458956,40.0126714129641,254,3583474,151 W LUZERNE ST,Edison,786309550,19140,1,1985,K-12 School,11850189.9,16432371.6,,,23,89.5,159.6,1770.4,1905.2,,40.01266333,-75.12840798,316000
-75.1612831435491,39.983432820643,255,3583476,1600 W NORRIS ST,Carver,784516400,19121,1,1949,K-12 School,5182295.7,320416,,,64,36.7,99.1,353.3,468.5,,39.98342475,-75.16128137,149810
-75.1872558301651,39.9172662087563,256,3594195,2200 Oregon Avenue,4166 - PHIL/OREGON AVE,882245100,19145,1,2004,Retail Store,4621574.5,2983376.2,,,69,66.2,140,480.8,587.6,,39.91725815,-75.18725405,114840
-75.1663638692944,39.949148398831,257,3596612,1500-06 Walnut St.,1500 Walnut,883040500,19102,1,1930,Office,15011728.6,1798818.5,,8982284.6,45,93.6,198.7,5246.5,2085.8,,39.94914033,-75.1663621,329468
-75.1614659673847,39.9655516331285,258,3596849,642 N. Broad St.,The Wallace Building,883524700,19130,1,1903,Office,6466251.8,2580942,,,86,36.3,83.4,876,737.5,,39.96554357,-75.1614642,341146
-75.1777827065018,39.9528622509255,259,3591160,2221 Chestnut St.,American Red Cross - Humanitarian Services,883324100,19103,1,1972,Office,2736007.1,250.5,,1530010.9,60,56.5,125.9,596.9,355.7,,39.95285419,-75.17778093,80679
-75.1776834668695,39.95218184001,260,3583475,2200 CHESTNUT ST,Greenfield,782092400,19103,1,1968,K-12 School,3090661.9,5606594.5,,,14,90.6,151.5,468.9,567.1,,39.95217378,-75.17768169,96000
-75.2281305721196,39.9118119833687,261,3597393,6900 Lindbergh Blvd.,6900 Lindbergh Blvd.,884161700,19142,1,1975,Distribution Center,2462307.7,5058014.3,,,57,33.5,54.3,1004.7,497.3,,39.91180393,-75.22812878,224684
-75.1654618996818,39.9497218476947,262,3596562,1429-33 Walnut St.,1429 Walnut,883039600,19102,1,1916,Office,3733758.4,2627.7,,444815,54,54,141.9,822.6,376.4,,39.94971378,-75.16546013,77472
-75.1640107983005,39.9487564205062,263,3597476,215 S. Broad St.,215 S. Broad,883026005,19107,1,1930,Office,3109428.6,113900.2,,981579.7,25,83.3,198.3,1975.6,359.9,,39.94874836,-75.16400903,50456
-75.1607183839848,39.9507747819254,264,3597401,1211 Chestnut St.,1211 Chestnut,883311500,19107,1,1919,Office,3472894,,,2228231.4,64,56.7,123.3,1313.6,470.4,,39.95076672,-75.16071661,100572
-75.1111775021542,40.0395475377885,265,3597805,5670 Rising Sun Ave,Plant 13,884117000,19120,1,1957,Other,9545203.1,,,,,88.4,247.4,1434.2,886.3,,40.03953945,-75.11117574,108020
-75.1124540341636,40.0389186108948,266,3597802,5660 Rising Sun Ave,Plant 11 & 12,884116500,19120,1,1982,Other,,37659007.1,,,,,,942.5,,,40.03891053,-75.11245227,122189
-75.0446322276078,40.0592719828187,267,1260373,8200 Roosevelt Blvd,"07725- Philadelphia, PA",882067050,19152,1,2002,Supermarket/Grocery Store,6960872.4,3783399.8,,,81,213.8,466.9,719,807.4,,40.05926389,-75.04463049,50256
-75.0642679589821,40.0361923546901,268,1260705,6601 Roosevelt Blvd.,"07704- Philadelphia, PA",882129500,19149,1,1980,Supermarket/Grocery Store,8639955.1,4615300.1,,,64,253.1,554.4,534,997.9,,40.03618427,-75.06426621,52380
-75.0079387904477,40.1007315289045,269,1548013,11000 ROOSEVELT BLVD STE 3,PHILADELPHIA NE (1809),882070800,19116,1,2003,Retail Store,6141023.4,3775900.2,,,80,67.7,144.6,688,770.8,,40.10072343,-75.00793706,446882
-75.0742561893175,40.0301047899039,270,2705460,6000 Penn Street,Comly Depot,884353910,19149,1,1921,Other - Public Services,5036402,20151867.5,,,,239.9,335.8,14542.2,1538,,40.03009671,-75.07425444,105000
-75.1796480716356,39.9165256148716,271,2704868,1900 Johnston Street,Southern Depot,773628000,19145,1,1924,Other - Public Services,6080405.8,26046663.9,,,,148.1,204.5,1894,1948,,39.91651756,-75.1796463,217000
-75.1931070569249,39.9480986085851,272,2848414,3400 Civic Center Blvd,Center for Advanced Medicine,773740100,19104,3,2005,Hospital (General Medical & Surgical),238548103.4,,,229218.7,31,144.6,404.6,157958.7,22165.1,,39.94809055,-75.19310528,1951601
-75.2375263202281,39.9678581399642,273,2705476,5900 Callowhill Street,Callowhill Depot,884340559,19151,1,1913,Other - Public Services,6373230.4,18981740.3,,,,119,177.4,3655.7,1600,,39.96785007,-75.23752452,213000
-75.1504188096297,39.950663299645,274,3254545,10 Independence Mall,03-1-Philadelphia Head Office,883009505,19106,1,1976,Financial Office,55390715.1,48792558.8,,,15,138.4,274.1,9689.8,7734.8,,39.95065523,-75.15041704,919707
-75.1743230455382,39.9870201250863,275,3330735,2498 W DIAMOND ST,Dick,784108400,19121,1,1954,K-12 School,1430963.8,299511.4,3948304,,25,80,117,1146.1,433.6,,39.98701205,-75.17432127,71000
-75.0084716709345,40.0532446233056,276,3330763,9120 ACADEMY RD,Holme,786002100,19114,1,1950,K-12 School,3143551.3,3012188,,,3,84.3,163.9,930.7,433.9,,40.05323653,-75.00846994,73000
-75.2124207526802,39.9626288050657,277,3330804,4550 HAVERFORD AVE,Locke,783206951,19104,1,1965,K-12 School,1676069.3,145552,4950750,,28,88,127.9,457.4,521.1,,39.96262074,-75.21241897,77000
-75.1617528975559,39.9402653758548,278,3330829,1122 CATHARINE ST,Palumbo,781043800,19147,1,1980,K-12 School,3329793,11759377.9,,,29,81.5,117,476.2,914.7,,39.94025731,-75.16175113,185206
-75.1835654628686,39.9223445246786,279,3330827,22ND & RITNER ST,GAMP,782462200,19145,1,1914,K-12 School,2951304.9,8743404.1,,,4,140.1,209,412.5,721.5,,39.92233647,-75.18356369,83460
-75.1545279487624,39.9173048163011,280,3330842,400 W PORTER ST,Taggart,781490600,19148,1,1916,K-12 School,705865.3,165080,4312789.6,,53,78.5,98.6,471.1,390.3,,39.91729676,-75.15452618,66000
-75.1844757545912,39.9900547252159,281,3330851,3133 RIDGE AVE,Strawberry Mansion & Hill,784374200,19132,1,1964,K-12 School,4464271,10721223.3,,,72,47.3,74,4239.7,958.4,,39.99004665,-75.18447397,320920
-75.1395068324428,39.9865123910758,282,3330897,2331 N 4TH ST,Welsh,786646000,19133,1,1966,K-12 School,1589074.2,3146947.6,,,19,66.7,109.2,659.7,305.6,,39.98650432,-75.13950507,71000
-75.1949340911926,40.0585251939907,283,3330925,7300 RURAL LANE,Houston,784003600,19119,1,1927,K-12 School,1205951.6,9361857.7,,,1,146.8,183.4,1322.5,602.3,,40.05851711,-75.1949323,72000
-75.1454087263825,40.0258811303529,284,3330944,1300 W LOUDON ST,Cooke,785372800,19141,1,1923,K-12 School,1614000.9,245074,9557190.1,,29,97.1,122.7,909,862.9,,40.02587305,-75.14540696,117600
-75.1470547678345,40.051211191578,285,3330947,1701 CHELTEN AVE,Wagner,785097400,19126,1,1929,K-12 School,800670.5,194123,7475791.1,,14,103.8,122.5,157,634.8,,40.05120311,-75.147053,81589
-75.0594500951358,40.02062762633,286,3330959,6100 JACKSON ST,Lawton,786033600,19135,1,1973,K-12 School,4910816.5,251390,,,5,64.6,175.5,601.6,441.2,,40.02061954,-75.05944835,79856
-75.1374055831028,40.014294656133,287,3330962,4134 N 6TH ST,McClure,785558600,19140,1,1916,K-12 School,1054275.2,5771115.1,,,5,118.7,156.7,7.6,398.4,,40.01428658,-75.13740382,57500
-75.0122347797191,40.0922063427682,288,3330972,2750 RED LION RD,Swenson CTE,786441600,19114,1,1976,K-12 School,8435112.3,12036973.2,,,6,119.1,210.9,1224.6,1374.2,,40.09219824,-75.01223305,171922
-75.2360614273903,39.9160497265253,289,3333128,7001 BUIST AVE,Patterson,783072600,19142,1,1921,K-12 School,965635.2,216183,5134717.6,,17,86.7,111.4,1273.7,476.7,,39.91604167,-75.23605964,72876
-75.1266502340656,39.9842083774776,290,3335468,2075 E CUMBERLAND ST,Kensington HS Business-Urban,786085600,19125,1,1917,K-12 School,2527430.8,490766.2,5575379.2,,23,79.6,122.4,369.8,660,,39.9842003,-75.12664847,108000
-75.0877613576282,40.0414455282258,291,3408313,1001 DEVEREUX AVE,Fels HS,786264650,19111,1,2009,K-12 School,15229209.5,11883913.9,,,5,108.5,220.7,2214.6,1958,,40.04143744,-75.08775961,249787
-75.0112448608273,40.0914419879273,292,3577011,2801 Red Lion Road,2801 RED LION ROAD - 12689,884288600,19114,1,1969,Non-Refrigerated Warehouse,2501134.2,5061528.1,,,35,42,68.3,123,501.1,,40.09143389,-75.01124313,180271
-75.1771443950851,39.9780680564223,293,3599558,W Jefferson St,Boone,782813600,19121,1,1963,K-12 School,1391196.6,2812898.8,,,26,74.7,121.7,107.4,270.6,,39.97805999,-75.17714262,56265
-75.1740586074706,40.0153871053482,294,3608777,4700 Wissahickon Ave.,4700 Wissahickon Ave.,884132005,19144,1,1929,Non-Refrigerated Warehouse,12871138.8,20830551.8,,,49,49.9,85.7,2499.4,2301.5,,40.01537903,-75.17405683,851000
-75.1587846448236,40.0424931391853,295,3619999,5301 Chew Avenue,Fresh Grocer,122226915,19138,1,2009,Supermarket/Grocery Store,8775640.1,8156781.7,,,35,338.6,662.7,1648.3,1248.1,,40.04248506,-75.15878287,50000
-75.0074822924299,40.0959529720238,296,3620094,2828 Charter Rd.,2828 Charter Rd.,884290500,19154,1,1957,Mixed Use Property,5231152.2,6391776.1,,,,42.1,77.4,,825.2,,40.09594487,-75.00748056,306000
-75.0690867251413,40.0523739624613,297,3600823,1800 COTTMAN AVE,Wilson W,786082400,19111,1,1928,K-12 School,1620304.9,2669276,,,86,30.7,52.6,387.5,282.9,,40.05236587,-75.06908498,139500
-75.1634386718591,39.9556435150651,298,3635047,128 N. Broad Street,Samuel MV Hamilton Building,772724100,19102,1,1905,College/University,14726847.1,14376495.5,,,,121.3,234.7,3786.7,2131,,39.95563545,-75.1634369,240000
-75.1584787742582,39.9493152827941,299,3632497,1020 Sansom Street,Thompson Building,771020000,19107-5004,1,1925,Hospital (General Medical & Surgical),13826208.8,153088.6,,14935674.9,93,168.9,332,,2283.6,,39.94943029,-75.15874485,171219
-75.1581896807135,39.9490880873508,300,3635906,132 S. 10th Street,Main Building,771020000,19107-5244,1,1906,Hospital (General Medical & Surgical),22629332.5,1237,,17105219.8,29,234,494.3,8796.6,3237,,39.94908002,-75.15818791,169807
-75.0654618853408,40.0212541654152,301,3635179,4219 Van Kirk St.,7th Heaven Investments,884249500,19135,1,1940,Non-Refrigerated Warehouse,320063.1,188421.6,,,93,8.5,18.2,15.5,39.7,,40.02124608,-75.06546014,70000
-74.9857554279259,40.0602531722471,302,3636946,9801 Frankford Avenue,Holy Family Hall,"	 778501500",19114-2009,1,1954,College/University,2541553.4,662929.4,,,,45.6,111.3,678.9,271.2,,40.06024508,-74.98575371,70224
-75.1863928883627,39.9521262092828,303,3634188,3101 Walnut Street,University of Pennsylvania,773003010,19104,180,1873,College/University,988300471.6,12409758.4,,1452073873,,188.7,348.2,803119.7,188841.3,,39.95211814,-75.18639111,14350000
-75.1666664960262,39.9476351668781,304,3637445,1501 Spruce Street,Avenue of the Arts,883423600,19102,1,2002,Parking,5356669.4,1401270.4,,,,27.8,67.8,1040.8,571.8,,39.9476271,-75.16666472,243057
-74.9857554279259,40.0602531722471,305,3637470,9801 Frankford Avenue,Stevenson Lane Residence,778503000,19114-2009,1,2009,College/University,2433934.8,785082.8,,,,47.7,113.3,2317.7,267.7,,40.06024508,-74.98575371,67430
-75.1787203038729,39.9524981075395,306,3638043,2300 Chestnut Street,The Philadelphia Design Building,883036500,19103,1,1910,Office,9761295.3,548583.5,,,86,104.6,283,356.5,935.5,,39.95249004,-75.17871853,99556
-74.9771388116912,40.1109503453401,307,3637826,2709 Commerce Way,Almo Corporation,884292580,19154,1,2001,Distribution Center,1767783.5,3465562.3,,,82,32.9,44.8,526.5,348.2,,40.11094224,-74.97713709,159200
-75.1762023589614,39.8928019444437,308,3637467,4747 South Broad Street,Building 101 - CBRE,78-8-0099-00,19112,1,1911,Office,2060119.9,3300843.5,,,61,71.5,123.1,250.6,366.6,,39.89279389,-75.17620059,100766
-75.1675033148184,40.0052423838076,309,3639777,2350 W Westmoreland Street,The Arc of Philadelphia,776545000,19140,2,1940,Other,3267,2650989.6,,,,37.9,39.9,252.4,141.1,,40.00523431,-75.16750154,100000
-75.1585855822876,39.9491517516495,310,3641702,117 South 11th Street,Foerderer Pavilion,771013000,19107-4998,1,1954,Hospital (General Medical & Surgical),26042052.5,206,,34578633.5,45,259.1,489.5,17034,4714.1,,39.94949506,-75.1587743,233930
-75.1660249867965,40.0775643374698,311,3637455,2800 West Cheltenham Avenue,Everett Richardson,775107300,19150,1,2006,Worship Facility,4226720.8,3253316,,,,59.8,122,287.2,565.3,,40.07755625,-75.16602321,368193
-75.1366644864175,39.9871442456486,312,3640515,2411 N. American Street,American Supply Co,884343790,19133,1,1930,Non-Refrigerated Warehouse,138567.3,,,,100,1.1,3,18.7,12.9,,39.98713617,-75.13666272,130000
-75.1589639960706,39.9486485738757,313,3641704,201 South 11th Street,Martin Building,771019000,19107-5595,1,1959,Residence Hall/Dormitory,2953156.3,,,4206371.4,50,87.8,163.5,1081.7,553.5,,39.94864051,-75.15896223,81525
-75.1562893775448,39.9478007603904,314,3641686,900 WALNUT STREET,JHN Building,771006900,19107,1,1980,Hospital (General Medical & Surgical),29660403.4,412,,29667718,61,251.8,503.9,10681.7,4724,,39.9477927,-75.15628761,329142
-75.1592597036654,39.9484673627819,315,3641728,1100-04 Walnut Street,Medical Office Building,771020500,19107-5563,1,1985,Medical Office,8620585.2,1009995.4,,811777.3,37,125.9,315.5,2172.6,908,,39.9484593,-75.15925793,82972
-75.1581014722769,39.9489849000193,316,3641868,1025 Walnut Street,College Building,771020000,19107-4083,1,1928,Office,17117778.8,28200.3,,20831360.2,7,198,380.7,5960.5,2974.1,,39.94897684,-75.1580997,191783
-75.1565128378015,39.9503569699835,317,3641781,925 Chestnut Street,925 Chestnut Street,883313700,19107,1,1931,Medical Office,9217043.7,,,8269802.1,99,66.7,136.3,4472.3,1404.9,,39.9503489,-75.15651107,262308
-75.1559761282965,39.9489145993444,318,3641814,130 South 9th Street,Edison Building,771021000,19107-5233,1,1930,Office,10664202.6,206,,6562866.8,53,70.6,154.7,14049.4,1426,,39.94890653,-75.15597436,244109
-75.1452841441764,40.0123743844653,319,3642359,3900 North 10th Street,American Box & Recycling Co.,884822730,19140,2,1913,Distribution Center,1342072.3,1242954.6,,,,12.2,23.9,,190.6,,40.01236631,-75.14528238,211489
-75.1655123376746,39.9491793741085,320,3642348,1420 Walnut Street,1420 Walnut,883039500,19102,1,1927,Office,5109046.9,,,942424.2,65,56,143,1242.4,507.7,,39.94917131,-75.16551057,108000
-75.1672751948179,39.9490870216746,321,3642385,215 South 16th STreet,The Racquet Club of Philadelphia,882887800,19102,1,1907,Mixed Use Property,4162684.4,427834.9,,6727739.3,,138.1,246.4,3317.8,856,,39.94907896,-75.16727342,91960
-75.1567397747663,39.9488266016967,322,3642429,919 Walnut Street,Nevil Building,771695000,19107,1,1906,Office,3401327.9,,,4686309,77,59.5,111.6,2049.5,627,,39.94881854,-75.15673801,135825
-75.1582534735019,39.9482507348224,323,3642562,1020 Walnut Street,Scott Memorial Library,771019000,19107-5587,1,1976,Library,7976345,,,2381510.6,,92.5,225,3935.3,898.8,,39.94824267,-75.1582517,111970
-75.1584985924221,39.9471463824929,324,3643201,1020 Locust Street,Jefferson Alumni Hall,771016500,19107-6799,1,1968,Laboratory,57450403,80340.8,,78302234.2,,298.1,559.9,42114.8,10537.9,,39.94713832,-75.15849682,455711
-75.1581014722769,39.9489849000193,325,3642349,1015 Walnut Street,Curtis Building,771020000,19107-5099,1,1928,Office,6899459.8,3615,,10416054.5,35,126.8,233.2,5005,1332.4,,39.94897684,-75.1580997,136566
-75.1583638344247,39.9477551914045,326,3643275,1001 Locust Street,Hamilton Building,771016000,19107,1,2007,Office,8552976.4,,,6910394.9,59,106.4,221.9,2675.7,1253,,39.94774713,-75.15836207,271786
-75.0643541180893,40.0514575355829,327,3642848,7301 Castor Avenue,Castor Place - All Stores,882064500,19152,1,1935,Strip Mall,9055454.8,1813300,,,,67.4,169,2094.5,937.1,,40.05144945,-75.06435237,366411
-75.1934618752303,39.9558270318987,328,3652506,3508 Market Street,Monell Center,774688100,19104,1,1970,Office,6344214.8,632.7,,4389586.7,,174.3,374.2,780,880.6,,39.95581897,-75.19346009,61589
-75.155948330294,39.9485693129703,329,3643346,901 Walnut Street,901 Walnut Street Building,771017500,19107,1,2010,Office,3919521.4,,,5833534.4,46,114.7,211.7,250.3,751.3,,39.94856125,-75.15594656,85000
-75.0747241628136,39.9955274556981,330,3656455,4259 Richmond Street,Franklin Towne Charter Elementary School,777285900,19137,1,2011,K-12 School,3856924.8,1373208.6,,,59,47.5,111.3,347.6,431.1,,39.99551938,-75.07472242,110000
-75.1692640530989,39.9211409534882,331,3656490,2301 South Broad Street,Methodist Hospital,771010000,19148,1,1888,Hospital (General Medical & Surgical),38856060.7,56959373.2,,,36,260.6,458.6,48022.1,6633.3,,39.92113289,-75.16926228,367678
-75.1627687537057,39.9477514901274,332,3657737,1300 Locust Street,Historical Society of Pennsylvania,771739000,19107,1,1910,Library,3043116.7,307833.6,,3321349.8,,93.6,180,835.5,519.4,,39.94774343,-75.16276698,71316
-75.1482006299096,39.94976199099,333,3653104,111 S. Independence Mall East,Bourse Building,883101010,19106,1,1895,Office,11435536.4,7165183.8,,,,45,95.7,72069.1,1442.4,,39.94975393,-75.14819886,413228
-75.1673355056271,39.9494639336425,334,3663168,1528 Walnut Street,1528 Walnut,883041500,19102,1,1927,Office,11295439.6,,,2858674.8,43,68.5,169.7,3433.3,1173.9,,39.94945587,-75.16733373,206625
-75.1703723232912,40.0135144302479,335,3657531,4300 Wissahickon Avenue,"Altomare Precast, Inc.",884131500,19129,1,1910,Manufacturing/Industrial Plant,1352536.9,,,,,9.2,25.8,,125.6,,40.01350635,-75.17037055,146508
-75.0412187295346,40.0872591785913,336,3663623,1553 Grant Avenue,0774-Philadelphia - Grant Avenue,884227301,19115,1,2009,Self-Storage Facility,557684.6,,,,,7.7,21.5,47,51.8,,40.08725108,-75.04121699,72755
-75.1658594658414,39.9515652936402,337,3663256,30 South 15th Street,30 South 15th Associates,883048700,19102,1,1985,Office,11759997.1,5683893.8,,,68,72.1,160.8,3708,1393.8,,39.95155723,-75.16585769,241831
-75.1594163056737,40.0215539135231,338,3663490,4433 Wayne Ave.,0542-Philadelphia - Wayne Ave.,884071500,19144,1,2009,Self-Storage Facility,1364919.4,148600,,,,14,36.8,13,134.6,,40.02154583,-75.15941453,108210
-75.0903811549555,40.0412660201722,339,3663692,6204 Oxford Ave,0981-Philadelphia - Oxford Ave.,884220920,19111,1,2009,Self-Storage Facility,595025.5,,,,,9.5,26.5,42,55.2,,40.04125793,-75.0903794,62835
-75.0969388957187,40.0460145973332,340,3668944,6129 Palmetto St,Kindred Hospital Philadelphia,778030510,19111,1,2000,Other - Specialty Hospital,5389387.1,6184054,,,,292.3,545,1343.1,828.9,,40.04600651,-75.09693714,39600
-75.1930639847319,39.95575775445,341,3667296,3500 Market Street,Monell Chemical Senses Center,773702000,19104,1,1970,Laboratory,7820928.4,,,8754273.4,,276.3,540.5,2539.7,1307.5,,39.95574969,-75.1930622,60000
-74.9938137870274,40.0803343470249,342,3669806,3200 Red Lion Rd,Acme at Academy Plaza,882097600,19114,1,1981,Supermarket/Grocery Store,8152039.1,4856292.2,,,40,255.5,548.4,517.5,1014.9,,40.08032625,-74.99381206,50918
-74.9927365087728,40.0900595144617,343,3668376,10801 Decatur Rd.,David Michael and Co Inc,884279500,19154,0,1970,Manufacturing/Industrial Plant,13442021,23434821.7,,,,346.5,584.9,6664.6,2415.8,,40.09005142,-74.99273478,256420
-75.2175018248946,40.0045389199499,344,3675619,4190 City Ave,Philadelphia College of Osteopathic Medicine,774010040,19131,1,1972,College/University,25728933.2,80936546.3,,,,260.6,383.7,15592.4,6687.9,,40.00453085,-75.21750003,409268
-75.2273933980656,40.0301243594386,345,3679271,161 Leverington Avenue,Chimney Hill,881079300,19127,2,1994,Multifamily Housing,2966561,2079632.5,,,78,45.1,93.8,5115.4,385.9,9,40.03011628,-75.2273916,124390
-75.1323394276768,39.964165491548,346,3679279,1001 North Delaware Ave,SugarHouse Casino,882028200,19125,1,2010,Other,70315212.5,11493324.4,,,,108.4,276.8,5341.4,7139.4,,39.96415742,-75.13233767,754800
-75.1404945804181,39.9733824205809,347,3681050,1400 North American St,Crane Arts LLC,884588700,19122,1,1905,Office,1237983.1,1008143,,,100,20.4,36.5,248.8,142.2,,39.97337435,-75.14049282,110000
-75.2220367670763,39.9776920439591,348,3681478,1500 NORTH 50TH STREET,lowes 2378,882920201,19131,1,2008,Retail Store,4601044.5,2625951,,,84,61.7,133.5,586.7,566.7,,39.97768398,-75.22203498,117132
-75.2144936054904,40.0058081494761,349,3681504,4100 City Avenue,WPVI-TV,883080200,19131,1,2009,Office,17973006.8,1035644.4,,,1,272.7,737.6,3488.9,1723.9,,40.00580008,-75.21449182,156198
-75.1681444018297,39.9518649262416,350,3681741,1625 Chestnut St.,The Shops at Liberty Place,882862100,19103,1,1990,Enclosed Mall,27531489.4,792687.6,,,,140.1,384.8,8117,2602.4,,39.95185686,-75.16814263,202609
-75.1672803601393,39.9620729480078,351,3681794,1700 Spring Garden St,CCP Main Campus-West,772534700,19130,5,1982,College/University,39685381.4,1286900,,,,218.3,599.4,2019.8,3525.8,,39.96206488,-75.16727859,187647
-75.1677254283157,39.9607115859596,352,3681795,1751 Callowhill St,Center for Business & Industry,772535700,19130,1,2003,College/University,5117730.5,2488223.3,,,,42.9,95.5,10.4,578,,39.96070352,-75.16772366,177480
-75.0913744129295,39.9974878843704,353,3681479,3800 ARAMINGO AVENUE,lowes 2732,882125402,19137,1,2009,Retail Store,4670318.3,2869431.8,,,80,63.9,136.3,1823.1,586.1,,39.99747981,-75.09137266,118008
-74.9776877360574,40.1061608870846,354,3681797,12901 Townsend Road,Northeast Regional Center,772537500,19154,1,1995,College/University,4698532.1,2717706.6,,,,62.3,134.5,97.7,553.7,,40.10615278,-74.97768601,119000
-75.1412107073346,40.0472829790539,355,3681796,1300 W Godfrey Ave,Northwest Regional Center,776554000,19141,1,1965,College/University,3930808.2,1080455,,,,55.7,134.9,2216,399.8,,40.04727489,-75.14120894,90000
-75.1432891589268,39.9199800451291,356,3681476,2106 S CHRISTOPHER COLUMBUS BLVD,lowes 1849,882241100,19148,1,2004,Retail Store,4899594.5,2917515,,,80,67.4,144.8,882.8,609.9,,39.91997199,-75.1432874,115928
-75.0165724601036,40.0380127903677,357,3682801,8301 Torresdale Ave.,Wolf Investments Corp. #3,88-4-259500,19136,1,1963,Other,2146830.4,3015733.1,,,,36.1,64.2,1572.6,347.2,,40.0380047,-75.01657073,143000
